CryptoID,Date,Open,High,Low,Close,Adj Close,Volume
HEX-GBP,2021-12-05,0.125151,0.125461,0.104676,0.11601,0.11601,21175616
HEX-GBP,2021-12-06,0.116025,0.116716,0.103375,0.106735,0.106735,16202678
HEX-GBP,2021-12-07,0.106727,0.109814,0.097446,0.102461,0.102461,16166100
HEX-GBP,2021-12-08,0.102458,0.106341,0.095511,0.0997,0.0997,15788490
HEX-GBP,2021-12-09,0.099711,0.112421,0.094689,0.106638,0.106638,18969950
HEX-GBP,2021-12-10,0.106604,0.11052,0.10157,0.10232,0.10232,7945656
HEX-GBP,2021-12-11,0.102301,0.121047,0.101651,0.121044,0.121044,14127018
HEX-GBP,2021-12-12,0.121001,0.123525,0.108268,0.116196,0.116196,14237715
HEX-GBP,2021-12-13,0.116215,0.122653,0.113764,0.122499,0.122499,13908230
HEX-GBP,2021-12-14,0.122499,0.160612,0.12248,0.152406,0.152406,30285229
HEX-GBP,2021-12-15,0.14561,0.164766,0.14241,0.164766,0.164766,21364321
HEX-GBP,2021-12-16,0.164734,0.178596,0.161885,0.172443,0.172443,24304986
HEX-GBP,2021-12-17,0.172371,0.179095,0.144214,0.148873,0.148873,25270891
HEX-GBP,2021-12-18,0.148804,0.169952,0.148631,0.167635,0.167635,28431834
HEX-GBP,2021-12-19,0.167636,0.186714,0.158932,0.183786,0.183786,22034147
HEX-GBP,2021-12-20,0.183799,0.206195,0.174531,0.20607,0.20607,35376750
HEX-GBP,2021-12-21,0.205977,0.23221,0.205977,0.223892,0.223892,38414880
HEX-GBP,2021-12-22,0.223932,0.224647,0.19664,0.206888,0.206888,28366175
HEX-GBP,2021-12-23,0.206662,0.225882,0.204059,0.219708,0.219708,19050162
HEX-GBP,2021-12-24,0.21965,0.237288,0.213936,0.230211,0.230211,23616788
HEX-GBP,2021-12-25,0.230079,0.238734,0.218561,0.225959,0.225959,16582676
HEX-GBP,2021-12-26,0.225799,0.226333,0.212393,0.214593,0.214593,19683006
HEX-GBP,2021-12-27,0.214623,0.222746,0.201879,0.222181,0.222181,19714477
HEX-GBP,2021-12-28,0.222149,0.223082,0.201993,0.215679,0.215679,23744489
HEX-GBP,2021-12-29,0.215741,0.25507,0.207696,0.245233,0.245233,41847685
HEX-GBP,2021-12-30,0.245029,0.261422,0.232346,0.232962,0.232962,43454081
HEX-GBP,2021-12-31,0.232956,0.233961,0.186011,0.210611,0.210611,40507704
HEX-GBP,2022-01-01,0.210613,0.211973,0.172535,0.183597,0.183597,34210142
HEX-GBP,2022-01-02,0.183597,0.18364,0.158536,0.160835,0.160835,19147493
HEX-GBP,2022-01-03,0.160835,0.182924,0.159383,0.181358,0.181358,12758233
HEX-GBP,2022-01-04,0.181358,0.203343,0.175063,0.182349,0.182349,15090381
HEX-GBP,2022-01-05,0.182349,0.19416,0.150252,0.150252,0.150252,15907211
HEX-GBP,2022-01-06,0.150252,0.165585,0.141854,0.15837,0.15837,18420724
HEX-GBP,2022-01-07,0.15837,0.169331,0.157164,0.163788,0.163788,22813399
HEX-GBP,2022-01-08,0.163788,0.197053,0.162825,0.180219,0.180219,43260980
HEX-GBP,2022-01-09,0.180219,0.187828,0.176197,0.179483,0.179483,29495971
HEX-GBP,2022-01-10,0.179483,0.179483,0.164943,0.171516,0.171516,17271074
HEX-GBP,2022-01-11,0.171516,0.172058,0.161509,0.166699,0.166699,14768476
HEX-GBP,2022-01-12,0.166699,0.170122,0.162196,0.165761,0.165761,13944217
HEX-GBP,2022-01-13,0.165761,0.177229,0.164125,0.176212,0.176212,14281540
HEX-GBP,2022-01-14,0.176212,0.18116,0.166627,0.177006,0.177006,17775699
HEX-GBP,2022-01-15,0.177006,0.181701,0.176878,0.179615,0.179615,14103858
HEX-GBP,2022-01-16,0.179616,0.179657,0.169476,0.175049,0.175049,14986697
HEX-GBP,2022-01-17,0.175152,0.175152,0.14587,0.153202,0.153202,20845670
HEX-GBP,2022-01-18,0.153202,0.156205,0.147097,0.149314,0.149314,11268093
HEX-GBP,2022-01-19,0.149314,0.153394,0.144416,0.153394,0.153394,14889309
HEX-GBP,2022-01-20,0.153397,0.164053,0.153308,0.156578,0.156578,13859913
HEX-GBP,2022-01-21,0.156587,0.156709,0.132719,0.133953,0.133953,18135019
HEX-GBP,2022-01-22,0.133953,0.138275,0.128878,0.131368,0.131368,14224846
HEX-GBP,2022-01-23,0.131368,0.144036,0.131121,0.142392,0.142392,14384070
HEX-GBP,2022-01-24,0.142392,0.142679,0.127324,0.135454,0.135454,13457994
HEX-GBP,2022-01-25,0.135454,0.145506,0.132251,0.142895,0.142895,12847048
HEX-GBP,2022-01-26,0.142895,0.148789,0.136541,0.139091,0.139091,16753430
HEX-GBP,2022-01-27,0.139091,0.144736,0.13503,0.137751,0.137751,16533933
HEX-GBP,2022-01-28,0.137751,0.138375,0.13439,0.136003,0.136003,12687925
HEX-GBP,2022-01-29,0.136003,0.136731,0.132692,0.133731,0.133731,10465134
HEX-GBP,2022-01-30,0.133731,0.146696,0.130031,0.139483,0.139483,17567786
HEX-GBP,2022-01-31,0.139484,0.139856,0.126421,0.133044,0.133044,18051111
HEX-GBP,2022-02-01,0.133044,0.134079,0.131279,0.133346,0.133346,10565245
HEX-GBP,2022-02-02,0.133346,0.136085,0.13092,0.135192,0.135192,9963449
HEX-GBP,2022-02-03,0.135192,0.142212,0.134758,0.136565,0.136565,11763552
HEX-GBP,2022-02-04,0.136565,0.146454,0.136395,0.144246,0.144246,13311941
HEX-GBP,2022-02-05,0.144246,0.159172,0.142599,0.152581,0.152581,21297737
HEX-GBP,2022-02-06,0.152582,0.157134,0.151805,0.154087,0.154087,14073325
HEX-GBP,2022-02-07,0.154087,0.16074,0.15282,0.159704,0.159704,13789065
HEX-GBP,2022-02-08,0.159704,0.162028,0.152199,0.15272,0.15272,12767125
HEX-GBP,2022-02-09,0.15272,0.155432,0.149245,0.149681,0.149681,12198402
HEX-GBP,2022-02-10,0.149681,0.15688,0.149681,0.154828,0.154828,14342634
HEX-GBP,2022-02-11,0.154828,0.158024,0.150326,0.150246,0.150246,14698547
HEX-GBP,2022-02-12,0.150246,0.152117,0.149006,0.151729,0.151729,8266746
HEX-GBP,2022-02-13,0.151729,0.152892,0.14594,0.147706,0.147706,12726189
HEX-GBP,2022-02-14,0.147706,0.148157,0.145892,0.146552,0.146552,9495737
HEX-GBP,2022-02-15,0.146552,0.148466,0.14344,0.148437,0.148437,12211363
HEX-GBP,2022-02-16,0.148437,0.148822,0.143075,0.14546,0.14546,10558711
HEX-GBP,2022-02-17,0.14546,0.146405,0.136052,0.138338,0.138338,27436455
HEX-GBP,2022-02-18,0.138338,0.139898,0.128222,0.130638,0.130638,14006592
HEX-GBP,2022-02-19,0.130638,0.134073,0.129617,0.131497,0.131497,12060485
HEX-GBP,2022-02-20,0.131497,0.131642,0.113766,0.116084,0.116084,18832632
HEX-GBP,2022-02-21,0.116084,0.120963,0.116084,0.119225,0.119225,10600279
HEX-GBP,2022-02-22,0.119225,0.121676,0.10577,0.108832,0.108832,18478458
HEX-GBP,2022-02-23,0.108832,0.112792,0.108832,0.112284,0.112284,14370916
HEX-GBP,2022-02-24,0.112284,0.113148,0.09203,0.103288,0.103288,28917040
HEX-GBP,2022-02-25,0.103288,0.117782,0.103288,0.117304,0.117304,14344417
HEX-GBP,2022-02-26,0.117304,0.119643,0.116316,0.117112,0.117112,11067673
HEX-GBP,2022-02-27,0.117112,0.117893,0.105025,0.105038,0.105038,16570592
HEX-GBP,2022-02-28,0.105038,0.10971,0.103529,0.107527,0.107527,15036619
HEX-GBP,2022-03-01,0.107527,0.108568,0.103004,0.106032,0.106032,17638578
HEX-GBP,2022-03-02,0.106032,0.106163,0.094195,0.095714,0.095714,18212199
HEX-GBP,2022-03-03,0.095714,0.096715,0.092645,0.094843,0.094843,12653833
HEX-GBP,2022-03-04,0.094843,0.095463,0.087811,0.088853,0.088853,11874160
HEX-GBP,2022-03-05,0.088853,0.088853,0.082697,0.086454,0.086454,16886528
HEX-GBP,2022-03-06,0.086454,0.08887,0.085614,0.087898,0.087898,8019982
HEX-GBP,2022-03-07,0.087898,0.087913,0.085406,0.085644,0.085644,10754155
HEX-GBP,2022-03-08,0.085644,0.085732,0.082263,0.08355,0.08355,14157975
HEX-GBP,2022-03-09,0.08355,0.108938,0.080554,0.103666,0.103666,22870984
HEX-GBP,2022-03-10,0.103666,0.107793,0.095594,0.106069,0.106069,23145531
HEX-GBP,2022-03-11,0.106069,0.106069,0.094277,0.094278,0.094278,15780441
HEX-GBP,2022-03-12,0.094279,0.098501,0.093794,0.098263,0.098263,9811302
HEX-GBP,2022-03-13,0.098263,0.101774,0.092465,0.092465,0.092465,11557266
HEX-GBP,2022-03-14,0.092465,0.092465,0.082847,0.086585,0.086585,17228742
HEX-GBP,2022-03-15,0.086585,0.086848,0.081611,0.083051,0.083051,14839375
HEX-GBP,2022-03-16,0.083051,0.089963,0.078326,0.088241,0.088241,14227111
HEX-GBP,2022-03-17,0.088241,0.090595,0.086084,0.088882,0.088882,8654348
HEX-GBP,2022-03-18,0.088882,0.090364,0.086483,0.089134,0.089134,12783784
HEX-GBP,2022-03-19,0.089134,0.09285,0.088408,0.091633,0.091633,9919712
HEX-GBP,2022-03-20,0.091633,0.093585,0.088955,0.088955,0.088955,11281384
HEX-GBP,2022-03-21,0.088955,0.091876,0.088945,0.089711,0.089711,8259887
HEX-GBP,2022-03-22,0.089711,0.090925,0.086539,0.087614,0.087614,9041512
HEX-GBP,2022-03-23,0.087614,0.091148,0.086437,0.091148,0.091148,9162966
HEX-GBP,2022-03-24,0.091148,0.105076,0.090825,0.103576,0.103576,16762167
HEX-GBP,2022-03-25,0.103576,0.112762,0.103576,0.10606,0.10606,14715228
HEX-GBP,2022-03-26,0.106061,0.114156,0.105757,0.111821,0.111821,11442135
HEX-GBP,2022-03-27,0.111822,0.119861,0.111798,0.118732,0.118732,11443440
HEX-GBP,2022-03-28,0.118732,0.124434,0.117895,0.121719,0.121719,13862117
HEX-GBP,2022-03-29,0.121719,0.1224,0.111726,0.11319,0.11319,14756451
HEX-GBP,2022-03-30,0.11319,0.120281,0.113071,0.120173,0.120173,11480796
HEX-GBP,2022-03-31,0.120173,0.122577,0.114479,0.117952,0.117952,11560294
HEX-GBP,2022-04-01,0.117952,0.118002,0.114151,0.116962,0.116962,10311663
HEX-GBP,2022-04-02,0.116962,0.1195,0.116611,0.119242,0.119242,9536502
HEX-GBP,2022-04-03,0.119242,0.121587,0.117653,0.121183,0.121183,13444740
HEX-GBP,2022-04-04,0.121183,0.121183,0.113644,0.114601,0.114601,24430323
HEX-GBP,2022-04-05,0.114601,0.114947,0.110511,0.112022,0.112022,11353358
HEX-GBP,2022-04-06,0.111962,0.111962,0.100485,0.101201,0.101201,15095824
HEX-GBP,2022-04-07,0.101201,0.103863,0.098837,0.103779,0.103779,9786181
HEX-GBP,2022-04-08,0.103779,0.106906,0.100396,0.101097,0.101097,9268340
HEX-GBP,2022-04-09,0.101098,0.105295,0.09899,0.105295,0.105295,9635908
HEX-GBP,2022-04-10,0.105295,0.105774,0.102291,0.102694,0.102694,10530553
HEX-GBP,2022-04-11,0.102694,0.103302,0.090189,0.092159,0.092159,18315469
HEX-GBP,2022-04-12,0.092159,0.092238,0.085932,0.091074,0.091074,14396135
HEX-GBP,2022-04-13,0.091074,0.09169,0.089608,0.090974,0.090974,9044555
HEX-GBP,2022-04-14,0.090974,0.092454,0.086849,0.092454,0.092454,10492283
HEX-GBP,2022-04-15,0.092454,0.105276,0.092123,0.103137,0.103137,17950054
HEX-GBP,2022-04-16,0.103137,0.104217,0.098251,0.104177,0.104177,12759706
HEX-GBP,2022-04-17,0.104177,0.105216,0.09897,0.09897,0.09897,9190795
HEX-GBP,2022-04-18,0.09897,0.099817,0.088654,0.092968,0.092968,15191857
HEX-GBP,2022-04-19,0.092968,0.094027,0.091828,0.093858,0.093858,12507192
HEX-GBP,2022-04-20,0.093858,0.099436,0.093342,0.09932,0.09932,8608491
HEX-GBP,2022-04-21,0.09932,0.100843,0.097507,0.099675,0.099675,8444379
HEX-GBP,2022-04-22,0.099675,0.101254,0.099162,0.099166,0.099166,11855417
HEX-GBP,2022-04-23,0.099166,0.102113,0.099034,0.101357,0.101357,8582435
HEX-GBP,2022-04-24,0.101357,0.103019,0.101028,0.1025,0.1025,6287673
HEX-GBP,2022-04-25,0.1025,0.102561,0.097674,0.099998,0.099998,7917355
HEX-GBP,2022-04-26,0.1,0.104175,0.098638,0.103348,0.103348,8441754
HEX-GBP,2022-04-27,0.103348,0.117079,0.103273,0.115367,0.115367,16774505
HEX-GBP,2022-04-28,0.115367,0.122103,0.114142,0.120564,0.120564,19724934
HEX-GBP,2022-04-29,0.120564,0.140465,0.120057,0.139511,0.139511,19875936
HEX-GBP,2022-04-30,0.139511,0.150955,0.130853,0.134889,0.134889,36516172
HEX-GBP,2022-05-01,0.134888,0.135146,0.126849,0.129865,0.129865,17533030
HEX-GBP,2022-05-02,0.129863,0.146032,0.129402,0.140454,0.140454,18116049
HEX-GBP,2022-05-03,0.140454,0.145045,0.139504,0.143716,0.143716,14073669
HEX-GBP,2022-05-04,0.143716,0.159368,0.143716,0.158479,0.158479,20883915
HEX-GBP,2022-05-05,0.158479,0.158903,0.139401,0.143946,0.143946,24049941
HEX-GBP,2022-05-06,0.143946,0.152106,0.143291,0.150421,0.150421,18965118
HEX-GBP,2022-05-07,0.150421,0.157078,0.147516,0.149663,0.149663,16610380
HEX-GBP,2022-05-08,0.149662,0.150626,0.140883,0.141489,0.141489,16477128
HEX-GBP,2022-05-09,0.141489,0.142105,0.11605,0.118303,0.118303,27162131
HEX-GBP,2022-05-10,0.118303,0.133767,0.116451,0.130363,0.130363,19930230
HEX-GBP,2022-05-11,0.130363,0.131701,0.10209,0.109463,0.109463,35829602
HEX-GBP,2022-05-12,0.109628,0.114035,0.092831,0.103693,0.103693,24583023
HEX-GBP,2022-05-13,0.103693,0.113262,0.102798,0.10465,0.10465,15469032
HEX-GBP,2022-05-14,0.104649,0.108373,0.104114,0.108108,0.108108,8459322
HEX-GBP,2022-05-15,0.108108,0.11997,0.106038,0.118822,0.118822,14791399
HEX-GBP,2022-05-16,0.118831,0.118831,0.087268,0.095161,0.095161,30874735
HEX-GBP,2022-05-17,0.095161,0.099926,0.091506,0.097273,0.097273,21377452
HEX-GBP,2022-05-18,0.097273,0.097708,0.08812,0.090106,0.090106,14223838
HEX-GBP,2022-05-19,0.090106,0.091391,0.082762,0.087322,0.087322,16845034
HEX-GBP,2022-05-20,0.087322,0.091494,0.086939,0.087455,0.087455,10520190
HEX-GBP,2022-05-21,0.087456,0.089499,0.086465,0.089273,0.089273,8255793
HEX-GBP,2022-05-22,0.089273,0.089966,0.07321,0.079762,0.079762,19310845
HEX-GBP,2022-05-23,0.079762,0.080008,0.065555,0.066059,0.066059,26706906
HEX-GBP,2022-05-24,0.066059,0.068517,0.060344,0.0654,0.0654,20774199
HEX-GBP,2022-05-25,0.0654,0.067142,0.06225,0.062323,0.062323,12539460
HEX-GBP,2022-05-26,0.062323,0.062659,0.052422,0.05334,0.05334,20453370
HEX-GBP,2022-05-27,0.05334,0.054615,0.038807,0.049775,0.049775,38574169
HEX-GBP,2022-05-28,0.049775,0.050546,0.048177,0.04953,0.04953,37661672
HEX-GBP,2022-05-29,0.064407,0.064407,0.054259,0.055715,0.055715,14804850
HEX-GBP,2022-05-30,0.055715,0.066924,0.054856,0.066111,0.066111,15827364
HEX-GBP,2022-05-31,0.066112,0.067467,0.062319,0.064464,0.064464,10023063
HEX-GBP,2022-06-01,0.064464,0.064737,0.052328,0.053739,0.053739,15236605
HEX-GBP,2022-06-02,0.053675,0.05672,0.052549,0.054767,0.054767,8419730
HEX-GBP,2022-06-03,0.054768,0.054965,0.044565,0.045553,0.045553,13861355
HEX-GBP,2022-06-04,0.045553,0.047814,0.043922,0.045946,0.045946,6923751
HEX-GBP,2022-06-05,0.045946,0.046563,0.037801,0.040331,0.040331,13553802
HEX-GBP,2022-06-06,0.040331,0.047566,0.039055,0.044214,0.044214,11968838
HEX-GBP,2022-06-07,0.044214,0.047972,0.04104,0.047146,0.047146,11269767
HEX-GBP,2022-06-08,0.047146,0.047566,0.043483,0.04375,0.04375,6818293
HEX-GBP,2022-06-09,0.04375,0.04433,0.041973,0.042558,0.042558,6583383
HEX-GBP,2022-06-10,0.042558,0.043295,0.038411,0.039774,0.039774,8778343
HEX-GBP,2022-06-11,0.039774,0.040963,0.033634,0.033775,0.033775,9990104
HEX-GBP,2022-06-12,0.033775,0.034028,0.027018,0.030908,0.030908,19286270
HEX-GBP,2022-06-13,0.030907,0.031069,0.025722,0.02605,0.02605,12546028
HEX-GBP,2022-06-14,0.02605,0.029576,0.025739,0.028615,0.028615,10548827
HEX-GBP,2022-06-15,0.028615,0.032071,0.025642,0.031615,0.031615,14502274
HEX-GBP,2022-06-16,0.031609,0.031609,0.026058,0.02635,0.02635,13286423
HEX-GBP,2022-06-17,0.02635,0.027015,0.025177,0.026441,0.026441,7631192
HEX-GBP,2022-06-18,0.026441,0.026668,0.023441,0.025762,0.025762,7231847
HEX-GBP,2022-06-19,0.025762,0.028393,0.024531,0.027777,0.027777,7541337
HEX-GBP,2022-06-20,0.027777,0.032388,0.02719,0.031553,0.031553,14894475
HEX-GBP,2022-06-21,0.031553,0.038968,0.029781,0.033886,0.033886,18522451
HEX-GBP,2022-06-22,0.033886,0.034675,0.031109,0.032881,0.032881,10768997
HEX-GBP,2022-06-23,0.032881,0.036797,0.032628,0.036477,0.036477,8574287
HEX-GBP,2022-06-24,0.036477,0.040039,0.036159,0.039423,0.039423,11420287
HEX-GBP,2022-06-25,0.039423,0.04525,0.038387,0.04525,0.04525,12505864
HEX-GBP,2022-06-26,0.04525,0.04553,0.037507,0.037707,0.037707,14648662
HEX-GBP,2022-06-27,0.037707,0.038639,0.034666,0.034795,0.034795,10420347
HEX-GBP,2022-06-28,0.034795,0.034822,0.03031,0.030738,0.030738,12155085
HEX-GBP,2022-06-29,0.030738,0.03212,0.029191,0.030648,0.030648,7508920
HEX-GBP,2022-06-30,0.030648,0.030682,0.028599,0.02992,0.02992,6164929
HEX-GBP,2022-07-01,0.02992,0.032403,0.029886,0.032296,0.032296,9454532
HEX-GBP,2022-07-02,0.032296,0.032396,0.030454,0.030679,0.030679,6642527
HEX-GBP,2022-07-03,0.030679,0.030732,0.027381,0.028677,0.028677,5943402
HEX-GBP,2022-07-04,0.028677,0.031608,0.027067,0.03159,0.03159,9208610
HEX-GBP,2022-07-05,0.03159,0.031847,0.02971,0.029746,0.029746,6755030
HEX-GBP,2022-07-06,0.029746,0.032644,0.029692,0.031761,0.031761,9638357
HEX-GBP,2022-07-07,0.031761,0.033587,0.031615,0.032771,0.032771,7832609
HEX-GBP,2022-07-08,0.032771,0.033048,0.031106,0.031139,0.031139,6008505
HEX-GBP,2022-07-09,0.031139,0.032228,0.030147,0.031703,0.031703,5658287
HEX-GBP,2022-07-10,0.031703,0.031766,0.030679,0.030996,0.030996,5613386
HEX-GBP,2022-07-11,0.030996,0.031181,0.029942,0.029942,0.029942,4021002
HEX-GBP,2022-07-12,0.029942,0.030156,0.028887,0.028907,0.028907,4794150
HEX-GBP,2022-07-13,0.028908,0.031437,0.028908,0.030765,0.030765,7671349
HEX-GBP,2022-07-14,0.030765,0.031931,0.030124,0.031677,0.031677,6541400
HEX-GBP,2022-07-15,0.031677,0.032398,0.031054,0.031999,0.031999,6180032
HEX-GBP,2022-07-16,0.031999,0.033665,0.031601,0.033597,0.033597,7568830
HEX-GBP,2022-07-17,0.033597,0.033917,0.032237,0.032237,0.032237,6516072
HEX-GBP,2022-07-18,0.032237,0.034045,0.032147,0.033505,0.033505,7705619
HEX-GBP,2022-07-19,0.033505,0.037471,0.033231,0.036886,0.036886,10335021
HEX-GBP,2022-07-20,0.036886,0.037722,0.034825,0.034825,0.034825,9908597
HEX-GBP,2022-07-21,0.034825,0.035928,0.033403,0.035249,0.035249,8270230
HEX-GBP,2022-07-22,0.035249,0.037171,0.034529,0.034965,0.034965,5992842
HEX-GBP,2022-07-23,0.034965,0.035437,0.034541,0.034659,0.034659,5941106
HEX-GBP,2022-07-24,0.034659,0.035866,0.034226,0.035025,0.035025,4508959
HEX-GBP,2022-07-25,0.035025,0.035991,0.034572,0.035247,0.035247,5208464
HEX-GBP,2022-07-26,0.035247,0.037504,0.034906,0.037153,0.037153,6768822
HEX-GBP,2022-07-27,0.037153,0.040277,0.036887,0.039506,0.039506,7830165
HEX-GBP,2022-07-28,0.039506,0.042065,0.038889,0.039443,0.039443,9226563
HEX-GBP,2022-07-29,0.039443,0.040886,0.039238,0.040581,0.040581,6582113
HEX-GBP,2022-07-30,0.040581,0.045148,0.040332,0.043393,0.043393,11139926
HEX-GBP,2022-07-31,0.043393,0.043969,0.040859,0.040859,0.040859,8251461
HEX-GBP,2022-08-01,0.040859,0.041081,0.038811,0.039241,0.039241,8128747
HEX-GBP,2022-08-02,0.039241,0.039308,0.036774,0.037383,0.037383,8602623
HEX-GBP,2022-08-03,0.037383,0.03979,0.037039,0.039398,0.039398,6183805
HEX-GBP,2022-08-04,0.039398,0.040136,0.038812,0.039154,0.039154,5242414
HEX-GBP,2022-08-05,0.039154,0.04143,0.039045,0.04143,0.04143,6629461
HEX-GBP,2022-08-06,0.04143,0.043233,0.040534,0.042353,0.042353,7790060
HEX-GBP,2022-08-07,0.042353,0.042767,0.041109,0.042454,0.042454,5880765
HEX-GBP,2022-08-08,0.042454,0.045909,0.042454,0.043706,0.043706,11029052
HEX-GBP,2022-08-09,0.043706,0.04717,0.043706,0.04554,0.04554,9647383
HEX-GBP,2022-08-10,0.04554,0.048733,0.043889,0.04851,0.04851,11570778
HEX-GBP,2022-08-11,0.048514,0.051816,0.047824,0.049459,0.049459,13879809
HEX-GBP,2022-08-12,0.049446,0.052198,0.047837,0.051534,0.051534,9792156
HEX-GBP,2022-08-13,0.051576,0.056127,0.051576,0.055022,0.055022,11495881
HEX-GBP,2022-08-14,0.055026,0.059937,0.052205,0.055956,0.055956,23964629
HEX-GBP,2022-08-15,0.055949,0.057414,0.051021,0.052761,0.052761,18162900
HEX-GBP,2022-08-16,0.052725,0.052951,0.047577,0.049214,0.049214,18422872
HEX-GBP,2022-08-17,0.049199,0.054479,0.047571,0.048705,0.048705,13833151
HEX-GBP,2022-08-18,0.048705,0.04901,0.044557,0.044559,0.044559,12736090
HEX-GBP,2022-08-19,0.044554,0.044554,0.034231,0.034349,0.034349,21917289
HEX-GBP,2022-08-20,0.034332,0.038196,0.034332,0.035905,0.035905,11115152
HEX-GBP,2022-08-21,0.035904,0.043595,0.035902,0.041655,0.041655,16005050
HEX-GBP,2022-08-22,0.041663,0.04177,0.040292,0.04131,0.04131,7126451
HEX-GBP,2022-08-23,0.041307,0.043046,0.040618,0.042249,0.042249,11416480
HEX-GBP,2022-08-24,0.042248,0.044431,0.041726,0.043517,0.043517,8956236
HEX-GBP,2022-08-25,0.043512,0.044983,0.04341,0.043577,0.043577,15304372
HEX-GBP,2022-08-26,0.043573,0.043702,0.038869,0.039443,0.039443,14410787
HEX-GBP,2022-08-27,0.039439,0.039573,0.035535,0.035849,0.035849,12857002
HEX-GBP,2022-08-28,0.03585,0.036266,0.034271,0.034593,0.034593,15515758
HEX-GBP,2022-08-29,0.034596,0.036276,0.033858,0.035812,0.035812,14014395
HEX-GBP,2022-08-30,0.035809,0.036777,0.034686,0.035116,0.035116,8049560
HEX-GBP,2022-08-31,0.035114,0.035492,0.034032,0.034581,0.034581,7635218
HEX-GBP,2022-09-01,0.034589,0.035156,0.034242,0.0348,0.0348,6017468
HEX-GBP,2022-09-02,0.034802,0.037446,0.03474,0.036677,0.036677,9513964
HEX-GBP,2022-09-03,0.036676,0.037331,0.036272,0.036893,0.036893,5996943
HEX-GBP,2022-09-04,0.036944,0.037713,0.036672,0.037521,0.037521,6687747
HEX-GBP,2022-09-05,0.037521,0.037521,0.035463,0.03626,0.03626,6738268
HEX-GBP,2022-09-06,0.03626,0.037242,0.034557,0.034882,0.034882,9430936
HEX-GBP,2022-09-07,0.034884,0.035651,0.0339,0.03518,0.03518,8496993
HEX-GBP,2022-09-08,0.03518,0.035233,0.033492,0.034064,0.034064,7343989
HEX-GBP,2022-09-09,0.03409,0.035396,0.033945,0.034818,0.034818,6990590
HEX-GBP,2022-09-10,0.034818,0.0349,0.03391,0.034352,0.034352,5330077
HEX-GBP,2022-09-11,0.034341,0.034289,0.033498,0.034263,0.034263,6578338
HEX-GBP,2022-09-12,0.034266,0.034771,0.034082,0.03427,0.03427,6466527
HEX-GBP,2022-09-13,0.034281,0.034297,0.032217,0.03258,0.03258,9341707
HEX-GBP,2022-09-14,0.032428,0.033144,0.031242,0.031815,0.031815,6032220
HEX-GBP,2022-09-15,0.031815,0.032023,0.029996,0.030421,0.030421,7724060
HEX-GBP,2022-09-16,0.030428,0.031282,0.029718,0.029865,0.029865,4773885
HEX-GBP,2022-09-17,0.029863,0.030631,0.029825,0.030542,0.030542,4690028
HEX-GBP,2022-09-18,0.03055,0.030569,0.02859,0.028987,0.028987,6519991
HEX-GBP,2022-09-19,0.028993,0.029116,0.027625,0.027911,0.027911,5848731
HEX-GBP,2022-09-20,0.027916,0.028018,0.026557,0.027065,0.027065,6062582
HEX-GBP,2022-09-21,0.027066,0.028886,0.025967,0.027437,0.027437,9571661
HEX-GBP,2022-09-22,0.027433,0.027949,0.026533,0.027889,0.027889,7022190
HEX-GBP,2022-09-23,0.027906,0.028694,0.027511,0.029191,0.029191,5477806
HEX-GBP,2022-09-24,0.029191,0.030339,0.028945,0.030055,0.030055,6253978
HEX-GBP,2022-09-25,0.03005,0.031284,0.030009,0.031065,0.031065,5363378
HEX-GBP,2022-09-26,0.03106,0.031248,0.030043,0.030748,0.030748,7058606
HEX-GBP,2022-09-27,0.030754,0.031716,0.030602,0.030639,0.030639,4799957
HEX-GBP,2022-09-28,0.030624,0.03133,0.030443,0.03133,0.03133,3932464
HEX-GBP,2022-09-29,0.031331,0.031694,0.030437,0.030172,0.030172,3568135
HEX-GBP,2022-09-30,0.030171,0.031114,0.02992,0.030427,0.030427,3547680
HEX-GBP,2022-10-01,0.030424,0.03077,0.029605,0.029634,0.029634,4335106
HEX-GBP,2022-10-02,0.029642,0.030105,0.02874,0.029126,0.029126,4953818
HEX-GBP,2022-10-03,0.029134,0.029619,0.028226,0.029491,0.029491,5581756
HEX-GBP,2022-10-04,0.029491,0.030129,0.029238,0.030099,0.030099,3892941
HEX-GBP,2022-10-05,0.030088,0.030414,0.029245,0.029302,0.029302,4894308
HEX-GBP,2022-10-06,0.029304,0.030358,0.029252,0.029786,0.029786,5115981
HEX-GBP,2022-10-07,0.029787,0.030147,0.029016,0.029878,0.029878,4594573
HEX-GBP,2022-10-08,0.029891,0.030196,0.029615,0.029735,0.029735,3198578
HEX-GBP,2022-10-09,0.029746,0.030471,0.029645,0.030186,0.030186,2943493
HEX-GBP,2022-10-10,0.030186,0.030327,0.029321,0.029427,0.029427,4822771
HEX-GBP,2022-10-11,0.029427,0.029776,0.029302,0.029431,0.029431,2911626
HEX-GBP,2022-10-12,0.029431,0.02957,0.029164,0.02913,0.02913,2642928
HEX-GBP,2022-10-13,0.02913,0.028982,0.027618,0.028696,0.028696,4514173
HEX-GBP,2022-10-14,0.028696,0.029339,0.02838,0.028648,0.028648,5229769
HEX-GBP,2022-10-15,0.028648,0.028692,0.027777,0.027791,0.027791,2778359
HEX-GBP,2022-10-16,0.027791,0.028364,0.02774,0.028243,0.028243,2257473
HEX-GBP,2022-10-17,0.028243,0.028609,0.027979,0.028422,0.028422,3461944
