Date,Open,High,Low,Close,Adj Close,Volume
2019-12-17,0.000151,0.000300,0.000093,0.000130,0.000130,7189
2019-12-18,0.000131,0.000203,0.000128,0.000203,0.000203,38
2019-12-19,0.000203,0.000204,0.000137,0.000197,0.000197,25
2019-12-20,0.000197,0.000197,0.000088,0.000099,0.000099,45
2019-12-21,0.000099,0.000168,0.000099,0.000167,0.000167,198
2019-12-22,0.000168,0.000168,0.000011,0.000011,0.000011,418
2019-12-23,0.000011,0.000121,0.000011,0.000089,0.000089,39
2019-12-24,0.000089,0.000090,0.000054,0.000055,0.000055,27
2019-12-25,0.000055,0.000185,0.000053,0.000097,0.000097,0
2019-12-26,0.000097,0.000098,0.000068,0.000093,0.000093,15
2019-12-27,0.000093,0.000094,0.000068,0.000085,0.000085,62
2019-12-28,0.000085,0.000086,0.000061,0.000061,0.000061,114
2019-12-29,0.000061,0.000072,0.000060,0.000071,0.000071,28
2019-12-30,0.000071,0.000072,0.000051,0.000051,0.000051,17
2019-12-31,0.000051,0.000201,0.000041,0.000060,0.000060,377
2020-01-01,0.000060,0.000116,0.000041,0.000060,0.000060,429
2020-01-02,0.000060,0.000097,0.000042,0.000053,0.000053,246
2020-01-03,0.000053,0.000093,0.000053,0.000092,0.000092,41
2020-01-04,0.000092,0.000093,0.000052,0.000070,0.000070,0
2020-01-05,0.000070,0.000077,0.000041,0.000041,0.000041,0
2020-01-06,0.000041,0.000077,0.000041,0.000055,0.000055,0
2020-01-07,0.000055,0.000076,0.000041,0.000052,0.000052,0
2020-01-08,0.000052,0.000078,0.000046,0.000065,0.000065,0
2020-01-09,0.000065,0.000068,0.000063,0.000068,0.000068,0
2020-01-10,0.000068,0.000084,0.000067,0.000072,0.000072,0
2020-01-11,0.000072,0.000083,0.000062,0.000082,0.000082,0
2020-01-12,0.000082,0.000084,0.000082,0.000084,0.000084,0
2020-01-13,0.000084,0.000105,0.000084,0.000104,0.000104,0
2020-01-14,0.000104,0.000109,0.000068,0.000108,0.000108,0
2020-01-15,0.000108,0.000111,0.000075,0.000099,0.000099,0
2020-01-16,0.000099,0.000100,0.000069,0.000093,0.000093,0
2020-01-17,0.000093,0.000096,0.000073,0.000075,0.000075,0
2020-01-18,0.000075,0.000077,0.000073,0.000076,0.000076,0
2020-01-19,0.000076,0.000085,0.000072,0.000073,0.000073,0
2020-01-20,0.000073,0.000074,0.000071,0.000073,0.000073,0
2020-01-21,0.000073,0.000073,0.000073,0.000073,0.000073,0
2020-01-22,0.000073,0.000073,0.000073,0.000072,0.000072,0
2020-01-23,0.000072,0.000078,0.000072,0.000078,0.000078,2142
2020-01-24,0.000078,0.000078,0.000078,0.000078,0.000078,34
2020-01-25,0.000078,0.000085,0.000072,0.000078,0.000078,18578
2020-01-26,0.000078,0.000078,0.000078,0.000079,0.000079,53
2020-01-27,0.000079,0.000091,0.000078,0.000091,0.000091,19
2020-01-28,0.000091,0.000091,0.000072,0.000078,0.000078,8953
2020-01-29,0.000078,0.000078,0.000078,0.000078,0.000078,25
2020-01-30,0.000078,0.000084,0.000071,0.000084,0.000084,16139
2020-01-31,0.000084,0.000084,0.000071,0.000076,0.000076,13385
2020-02-01,0.000076,0.000076,0.000063,0.000063,0.000063,73
2020-02-02,0.000063,0.000076,0.000063,0.000076,0.000076,268
2020-02-03,0.000076,0.000076,0.000070,0.000071,0.000071,5729
2020-02-04,0.000071,0.000104,0.000071,0.000091,0.000091,14305
2020-02-05,0.000091,0.000156,0.000090,0.000156,0.000156,41
2020-02-06,0.000156,0.000156,0.000111,0.000157,0.000157,111
2020-02-07,0.000156,0.000389,0.000155,0.000325,0.000325,24
2020-02-08,0.000325,0.000325,0.000228,0.000228,0.000228,40
2020-02-09,0.000228,0.000228,0.000228,0.000228,0.000228,3
2020-02-10,0.000228,0.000228,0.000221,0.000222,0.000222,54
2020-02-11,0.000222,0.000223,0.000222,0.000222,0.000222,54
2020-02-12,0.000222,0.000223,0.000196,0.000196,0.000196,39
2020-02-13,0.000196,0.000196,0.000194,0.000194,0.000194,39
2020-02-14,0.000194,0.000195,0.000194,0.000194,0.000194,39
2020-02-15,0.000194,0.000240,0.000194,0.000233,0.000233,411212
2020-02-16,0.000233,0.000233,0.000194,0.000194,0.000194,647657
2020-02-17,0.000194,0.000201,0.000175,0.000175,0.000175,351876
2020-02-18,0.000175,0.000200,0.000174,0.000200,0.000200,325515
2020-02-19,0.000200,0.000214,0.000175,0.000175,0.000175,1829625
2020-02-20,0.000175,0.000206,0.000175,0.000193,0.000193,2522985
2020-02-21,0.000193,0.000206,0.000179,0.000192,0.000192,2496301
2020-02-22,0.000192,0.000198,0.000179,0.000192,0.000192,2380136
2020-02-23,0.000192,0.000224,0.000179,0.000179,0.000179,3729053
2020-02-24,0.000179,0.000235,0.000178,0.000229,0.000229,5085880
2020-02-25,0.000229,0.000236,0.000198,0.000221,0.000221,12271134
2020-02-26,0.000221,0.000235,0.000184,0.000211,0.000211,15016394
2020-02-27,0.000211,0.000225,0.000180,0.000224,0.000224,14712233
2020-02-28,0.000224,0.000227,0.000179,0.000214,0.000214,15524601
2020-02-29,0.000227,0.000227,0.000214,0.000221,0.000221,13193967
2020-03-01,0.000221,0.000228,0.000209,0.000209,0.000209,14769566
2020-03-02,0.000209,0.000209,0.000183,0.000198,0.000198,14240853
2020-03-03,0.000198,0.000205,0.000196,0.000204,0.000204,10246760
2020-03-04,0.000204,0.000205,0.000197,0.000197,0.000197,1024732
2020-03-05,0.000197,0.000204,0.000111,0.000149,0.000149,2944325
2020-03-06,0.000149,0.000194,0.000129,0.000193,0.000193,5003673
2020-03-07,0.000187,0.000213,0.000168,0.000213,0.000213,6019484
